CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC
22.266.175/0001-88;2021-03-31;1;FERTILIZANTES HERINGER S.A. - EM RECUPERAÇÃO JUDICIAL;020621;ITR;104317;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104317
22.495.265/0001-40;2021-03-31;1;SENECA COMPANHIA SECURITIZADORA;023698;ITR;104302;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104302
22.543.331/0001-00;2021-03-31;1;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;023795;ITR;103848;2021-05-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103848
22.677.520/0001-76;2021-03-31;1;CIA TECIDOS NORTE DE MINAS COTEMINAS;003158;ITR;104538;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104538
23.096.269/0001-19;2021-03-31;1;RIO PARANA ENERGIA S.A.;025623;ITR;104132;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104132
23.236.821/0001-27;2021-03-31;1;PATRIMAR ENGENHARIA S.A.;025305;ITR;103433;2021-05-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103433
23.373.000/0001-32;2021-03-31;1;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;024716;ITR;103098;2021-04-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103098
23.438.929/0001-00;2021-03-31;1;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;025194;ITR;104172;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104172
24.230.275/0001-80;2021-03-31;1;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;025070;ITR;104112;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104112
24.396.489/0001-20;2021-03-31;1;BRK AMBIENTAL PARTICIPAÇÕES S.A.;024830;ITR;104135;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104135
24.624.490/0001-65;2021-03-31;1;ARGO TRANSMISSÃO DE ENERGIA S/A;024210;ITR;104379;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104379
24.624.551/0001-94;2021-03-31;1;ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S/A;024120;ITR;104380;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104380
24.962.466/0001-36;2021-03-31;1;RUMO MALHA NORTE S.A.;015300;ITR;104612;2021-05-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104612
24.990.777/0001-09;2021-03-31;1;GRUPO MATEUS S.A.;025186;ITR;104119;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104119
24.990.777/0001-09;2021-03-31;2;GRUPO MATEUS S.A.;025186;ITR;105858;2021-06-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105858
25.005.683/0001-09;2021-03-31;1;VERT COMPANHIA SECURITIZADORA;023990;ITR;104505;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104505
25.089.509/0001-83;2021-03-31;1;COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS;023809;ITR;104327;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104327
25.249.439/0001-83;2021-03-31;1;HOSPITAL CARE CALEDONIA S.A.;025771;ITR;104659;2021-05-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104659
26.462.693/0001-28;2021-03-31;1;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;025062;ITR;104027;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104027
26.609.050/0001-64;2021-03-31;1;TRAVESSIA SECURITIZADORA S.A.;024082;ITR;104389;2021-05-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104389
26.659.061/0001-59;2021-03-31;1;MPM CORPÓREOS S.A.;025445;ITR;103852;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103852
26.664.057/0001-89;2021-03-31;1;ENTREVIAS CONCESSIONÁRIA DE RODOVIAS S.A.;024341;ITR;104280;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104280
26.735.020/0001-02;2021-03-31;1;FOCUS ENERGIA HOLDING PARTICIPAÇÕES S.A.;025488;ITR;104478;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104478
26.735.020/0001-02;2021-03-31;2;FOCUS ENERGIA HOLDING PARTICIPAÇÕES S.A.;025488;ITR;105818;2021-06-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105818
26.845.702/0001-60;2021-03-31;1;EQUATORIAL TRANSMISSORA 7 SPE S.A.;024457;ITR;103941;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103941
27.093.558/0001-15;2021-03-31;1;MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S.A.;022012;ITR;104087;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104087
27.137.879/0001-74;2021-03-31;1;CIA SEC CRED FIN CARTÕES CONSIG BMG;024147;ITR;104461;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104461
27.157.474/0001-06;2021-03-31;1;ÁGUAS DE TERESINA SANEAMENTO SPE S.A.;025615;ITR;103911;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103911
27.956.690/0001-03;2021-03-31;1;FELCAR SECURITIZADORA S.A.;024333;ITR;104268;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104268
27.967.244/0001-02;2021-03-31;1;EQUATORIAL TRANSMISSORA 8 SPE S.A.;024481;ITR;103943;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103943
28.019.100/0001-89;2021-03-31;1;VIAPAULISTA S.A.;025607;ITR;104021;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104021
28.127.603/0001-78;2021-03-31;1;BANESTES S.A. - BCO EST ESPIRITO SANTO;001155;ITR;103728;2021-05-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103728
28.152.650/0001-71;2021-03-31;1;EDP ESPIRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A.;015342;ITR;103939;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103939
28.195.667/0001-06;2021-03-31;1;BCO ABC BRASIL S.A.;020958;ITR;104166;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104166
28.201.130/0001-01;2021-03-31;1;ENERGISA TRANSMISSÃO DE ENERGIA S/A;024589;ITR;104123;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104123
28.442.718/0001-57;2021-03-31;1;RIOLOAN 2 COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS;024368;ITR;104466;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104466
28.925.264/0001-75;2021-03-31;1;COMPANHIA ENERGÉTICA JAGUARA;024422;ITR;104275;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104275
28.942.127/0001-49;2021-03-31;1;COMPANHIA ENERGÉTICA MIRANDA;024430;ITR;104286;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104286
29.088.092/0001-95;2021-03-31;1;ROMAXIS SECURITIZADORA S.A.;024686;ITR;104294;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104294
29.780.061/0001-09;2021-03-31;1;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;013781;ITR;103522;2021-05-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103522
29.894.663/0001-89;2021-03-31;1;CONSIGNADOS I COMPANHIA SECURITIZADORA CRÉDITOS FINANCEIROS;024899;ITR;104375;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104375
29.950.060/0001-57;2021-03-31;1;NORTEC QUÍMICA S.A.;022985;ITR;104231;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104231
29.978.814/0001-87;2021-03-31;1;SUL AMERICA S.A.;021121;ITR;103775;2021-05-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103775
30.213.493/0001-09;2021-03-31;1;TEGRA INCORPORADORA S.A.;025844;ITR;104524;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104524
30.219.233/0001-40;2021-03-31;1;COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT-REBEL;024511;ITR;104477;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104477
30.306.294/0001-45;2021-03-31;1;BCO BTG PACTUAL S.A.;022616;ITR;103727;2021-05-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103727
30.418.658/0001-89;2021-03-31;1;COMPANHIA SECURITIZADORA DE CRÉD. FINANCEIROS VERT-NEXOOS;024520;ITR;104500;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104500
30.540.991/0001-66;2021-03-31;1;HAGA S.A. INDUSTRIA E COMERCIO;013366;ITR;103813;2021-05-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103813
30.545.324/0001-76;2021-03-31;1;COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT-RECARG;025216;ITR;104522;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104522
30.723.886/0001-62;2021-03-31;1;BANCO MODAL S.A.;025755;ITR;103962;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103962
30.788.149/0001-48;2021-03-31;1;GUARDIAN COMPANHIA SECURITIZADORA;024562;ITR;103881;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103881
31.001.230/0001-07;2021-03-31;1;CELEO REDES TRANSMISSÃO DE ENERGIA S.A.;024597;ITR;104467;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104467
31.468.139/0001-98;2021-03-31;1;CASA DE PEDRA SECURITIZADORA DE CREDITO S/A;024643;ITR;104059;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104059
31.553.627/0001-01;2021-03-31;1;MOBLY S.A.;025461;ITR;103710;2021-05-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103710
31.553.627/0001-01;2021-03-31;2;MOBLY S.A.;025461;ITR;103735;2021-05-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103735
31.553.627/0001-01;2021-03-31;3;MOBLY S.A.;025461;ITR;104287;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104287
31.701.408/0001-14;2021-03-31;1;ATHENA SAÚDE BRASIL S.A.;025810;ITR;105884;2021-06-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105884
31.907.982/0001-23;2021-03-31;1;FILADÉLFIA SECURITIZADORA S/A;024732;ITR;104261;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104261
32.161.500/0001-00;2021-03-31;1;CONCESSIONÁRIA DAS RODOVIAS INTEGRADAS DO SUL S.A.;025356;ITR;104084;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104084
32.372.085/0001-25;2021-03-31;1;COBUCCIO SECURITIZADORA DE CRÉDITOS S.A.;024724;ITR;104258;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104258
32.681.371/0001-72;2021-03-31;1;VIX LOGÍSTICA S/A;021202;ITR;104370;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104370
32.770.457/0001-71;2021-03-31;1;CIA. SECURITIZADORA DE CREDITOS FINANCEIROS VERT-GYRA;025020;ITR;104520;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104520
32.785.497/0001-97;2021-03-31;1;NATURA &CO HOLDING S.A.;024783;ITR;103916;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103916
32.785.497/0001-97;2021-03-31;2;NATURA &CO HOLDING S.A.;024783;ITR;103952;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103952
33.000.167/0001-01;2021-03-31;1;PETROLEO BRASILEIRO S.A. PETROBRAS;009512;ITR;104118;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104118
33.014.556/0001-96;2021-03-31;1;LOJAS AMERICANAS S.A.;008087;ITR;103524;2021-05-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103524
33.035.536/0001-00;2021-03-31;1;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;007811;ITR;104257;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104257
33.040.601/0001-87;2021-03-31;1;MERCANTIL BRASIL FINANC S.A. C.F.I.;008540;ITR;104169;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104169
33.041.260/0652-90;2021-03-31;1;VIA VAREJO S.A.;006505;ITR;103956;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103956
33.042.730/0001-04;2021-03-31;1;CIA SIDERURGICA NACIONAL;004030;ITR;103143;2021-04-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103143
33.050.071/0001-58;2021-03-31;1;AMPLA ENERGIA E SERVICOS S.A.;003050;ITR;103255;2021-04-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103255
33.050.196/0001-88;2021-03-31;1;CIA PAULISTA DE FORCA E LUZ;003824;ITR;104071;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104071
33.102.476/0001-92;2021-03-31;1;MONTEIRO ARANHA S.A.;008893;ITR;104513;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104513
33.111.246/0001-90;2021-03-31;1;TECNOSOLO ENGENHARIA S.A. - EMPRESA EM RECUPERAÇÃO JUDICIAL;011207;ITR;104785;2021-05-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104785
33.111.246/0001-90;2021-03-31;2;TECNOSOLO ENGENHARIA S.A. - EMPRESA EM RECUPERAÇÃO JUDICIAL;011207;ITR;105780;2021-06-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105780
33.113.309/0001-47;2021-03-31;1;VALID SOLUÇÕES S.A.;020028;ITR;103951;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103951
33.200.049/0001-47;2021-03-31;1;HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL;006700;ITR;104241;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104241
33.228.024/0001-51;2021-03-31;1;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;011070;ITR;104499;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104499
33.256.439/0001-39;2021-03-31;1;ULTRAPAR PARTICIPACOES S.A.;018465;ITR;103449;2021-05-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103449
33.352.394/0001-04;2021-03-31;1;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;016373;ITR;103953;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103953
33.376.989/0001-91;2021-03-31;1;IRB - BRASIL RESSEGUROS S.A.;024180;ITR;104144;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104144
33.386.210/0001-19;2021-03-31;1;SONDOTECNICA ENGENHARIA SOLOS S.A.;010880;ITR;104292;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104292
33.386.210/0001-19;2021-03-31;2;SONDOTECNICA ENGENHARIA SOLOS S.A.;010880;ITR;105710;2021-06-01;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105710
33.412.081/0001-96;2021-03-31;1;REFINARIA DE PETROLEOS MANGUINHOS S.A.;009989;ITR;104436;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104436
33.467.572/0001-34;2021-03-31;1;TEKNO S.A. - INDUSTRIA E COMERCIO;011231;ITR;104242;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104242
33.541.368/0001-16;2021-03-31;1;CIA HIDRO ELÉTRICA DO SÃO FRANCISCO;003328;ITR;103958;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103958
33.592.510/0001-54;2021-03-31;1;VALE S.A.;004170;ITR;103073;2021-04-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103073
33.592.510/0001-54;2021-03-31;2;VALE S.A.;004170;ITR;103078;2021-04-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103078
33.611.500/0001-19;2021-03-31;1;GERDAU S.A.;003980;ITR;103385;2021-05-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103385
33.679.797/0001-54;2021-03-31;1;PJBANK SECURITIZADORA S.A.;024791;ITR;104284;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104284
33.839.910/0001-11;2021-03-31;1;VIVARA PARTICIPAÇÕES S.A.;024805;ITR;104253;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104253
33.938.119/0001-69;2021-03-31;1;CIA DISTRIB DE GAS DO RIO DE JANEIRO-CEG;016616;ITR;104414;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104414
33.958.695/0001-78;2021-03-31;1;UNIPAR CARBOCLORO S.A.;011592;ITR;104033;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104033
33.958.695/0001-78;2021-03-31;2;UNIPAR CARBOCLORO S.A.;011592;ITR;104056;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104056
34.169.557/0001-72;2021-03-31;1;BCO MERCANTIL DE INVESTIMENTOS S.A.;001309;ITR;104168;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104168
34.274.233/0001-02;2021-03-31;1;PETROBRAS DISTRIBUIDORA S/A;024295;ITR;103815;2021-05-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103815
34.469.625/0001-19;2021-03-31;1;COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT-PROVI;025267;ITR;104546;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104546
35.082.277/0001-95;2021-03-31;1;BASE SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A;024970;ITR;104333;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104333
35.502.310/0001-99;2021-03-31;1;CS BRASIL PARTICIPAÇÕES E LOCAÇÕES S.A.;025739;ITR;104331;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104331
35.727.157/0001-06;2021-03-31;1;EZ INC INCORPORAÇÕES COMERCIAIS S.A.;025380;ITR;104092;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104092
35.791.391/0001-94;2021-03-31;1;QUALITY SOFTWARE S.A.;023302;ITR;103589;2021-05-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103589
36.243.187/0001-00;2021-03-31;1;CIA SECURITIZADORA DE CRÉDITOS FINANCEIROS - CONSIGNADOS 1;025054;ITR;103588;2021-05-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103588
36.542.025/0001-64;2021-03-31;1;BRQ SOLUCOES EM INFORMATICA S.A.;023817;ITR;104203;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104203
37.368.315/0001-04;2021-03-31;1;COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS - VERT 5;025593;ITR;104536;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104536
37.592.100/0001-64;2021-03-31;1;MISSISSIPI SECURITIZADORA S/A;025151;ITR;104263;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104263
